uid,title,link,source,published,summary
1cd684ff43c7aff60e572c35c82cad36a6b0846a,Disney Lorcana's Newest Super Rare Card Gives Your Aliens a Big Boost,https://www.cnet.com/tech/gaming/disney-lorcanas-newest-super-rare-card-gives-your-aliens-a-big-boost/#ftag=CAD590a51e,www.cnet.com,2025-08-04T13:01:00+00:00,Lorcana’s Fabled set mixes plenty of familiar favorites with fresh new cards that bring serious potential to the table.
2dea5167539411c7b5638155e5e5f32d90ed2d9b,Will the UN finally broker a treaty to end plastic pollution?,https://www.engadget.com/science/will-the-un-finally-broker-a-treaty-to-end-plastic-pollution-130022025.html?src=rss,www.engadget.com,2025-08-04T13:00:22+00:00,"<p>To tackle what's been <a class=""no-affiliate-link"" href=""https://www.unep.org/news-and-stories/press-release/historic-day-campaign-beat-plastic-pollution-nations-commit-develop""><ins>called</ins></a> the plastic &quot;epidemic,&quot; the UN spun up a committee in 2022 tasked with brokering a legally binding global agreement. This ambitious treaty between UN member states was to address the full life cycle of plastics, from production to disposal: In short, define what counts as plastic pollution and curb the sorts of unchecked production that inevitably leads to it. But across five sessions since, countries have failed to reach a consensus on the text.</p> <p>What was meant to be the final session ended last year in Busan, South Korea without agreement, and representatives from 175 countries are now set to meet again for part two, this time in Geneva, Switzerland. INC-5.2 will take place from August 5 to 14, during which negotiators will attempt to see eye-to-eye on the points of the draft treaty that have thus far proven most contentious. According to the <a class=""no-affiliate-link"" href=""https://www.ciel.org/things-to-know-plastics-treaty-geneva/""><ins>Center for International Environmental Law</ins></a> (CIEL), there are over 370 such points.</p> <span id=""end-legacy-contents""></span><h2 id=""jump-link-scope""><strong>Scope</strong></h2> <p>Production, the use of chemicals of concern (those considered to be a risk due to toxicity and/or other qualities), product design and the financing of treaty implementation are some of the main points of disagreement. These issues have left countries in a deadlock, according to Cate Bonacini, Communications Manager for CIEL. There are countries that argue health should be excluded from the treaty's scope. These topics will be front-and-center going back into the talks, and UN member states have spent the last eight months &quot;working hard in closed-door meetings to find points of agreement,&quot; Bonacini said in an email. &quot;We’ll see the fruits of that labor soon.&quot;</p> <p>&quot;At the heart of the issue,&quot; Bonacini said, &quot;there is a large disagreement about what plastic pollution is, and what measures are needed to end plastic pollution.&quot; While the commitment focuses on the full life cycle of plastics, there's been much dispute over where that cycle really begins.</p> <p>&quot;As scientists, we interpret the full life cycle as starting with extraction and production,&quot; said Bethanie Carney Almroth, a professor of ecotoxicology at the University of Gothenburg and a member of the Scientists' Coalition for an Effective Plastics Treaty. &quot;That would be fossil fuels and raw plastic production all the way through to product, to use, to trade, to transportation, to waste management, mismanagement and environmental pollution, including remediation of existing legacy plastics. All of it.&quot;</p> <p>While over 100 countries last December were in favor of a treaty that would impose production limits, others including <a class=""no-affiliate-link"" href=""https://www.ft.com/content/737b609d-d660-4f91-a016-740d9c476642""><ins>Saudi Arabia and Russia</ins></a> opposed the caps. Ahead of that session, the US reportedly also made the decision <a class=""no-affiliate-link"" href=""https://grist.org/regulation/us-backtracks-production-caps-global-plastics-treaty-united-nations/""><ins>not to support production caps</ins></a>, despite earlier indications that it would. Unsurprisingly, the countries that have taken issue with the scope of the treaty are also some of the world's top oil producers.</p> <p>&quot;There are other actors,&quot; Carney Almroth said, &quot;that are trying to narrow that scope to go from plastic products, like water bottles, to waste management, so sort of excluding the outer boundaries of how we define the plastics life cycle so that it would, in essence, become more of a waste management treaty.&quot;</p> <h2 id=""jump-link-outside-influence""><strong>Outside influence</strong></h2> <p>In addition to representatives from the participating member states, scientists, environmental organizations and industry lobbyists are present for the negotiation sessions. According to Carney Almroth, who has attended every Intergovernmental Negotiating Committee (INC) meeting and is now in Geneva for INC-5.2, increasingly it's been lobbyists who take up the most space.</p> <p>&quot;At the last round of talks, lobbyists for the petrochemical and plastics industries made up the single largest delegation,&quot; wrote Bangor University lecturer Winnie Courtene-Jones, who is also a member of the Coalition, in a recent article for <a class=""no-affiliate-link"" href=""https://theconversation.com/a-global-treaty-to-limit-plastic-pollution-is-within-reach-will-countries-seize-the-moment-261331""><em><ins>The Conversation</ins></em></a>. CIEL found that &quot;there were three times more fossil fuel and chemical industry lobbyists than scientists&quot; at the Busan meetings. Bonacini noted that &quot;plastics are 99 percent fossil fuels, and these companies have a vested interest in continuing to generate fossil fuel-based products, including plastics.&quot;</p> <p>Their influence has played a big role in the stalemate. They &quot;have a lot of power, money and influence,&quot; Carney Almroth said, &quot;and their lobbying efforts go beyond the walls of the negotiating space…They have access to decision makers in ways that other observers do not.&quot;</p> <p>&quot;They don't want to look at chemicals,&quot; Carney Almroth said. &quot;They don't want to look at production.&quot; But <a class=""no-affiliate-link"" href=""https://www.unep.org/resources/report/chemicals-plastics-technical-reporthttps://wedocs.unep.org/bitstream/handle/20.500.11822/42505/Chemicals-in-plastics_Summary.pdf?sequence=1&amp;isAllowed=y""><ins>the science indicates</ins></a> that looking at chemicals (additives, processing aids, etc.) and production is of utmost importance, not only in the context of environmental sustainability but also human health.</p> <p>In an editorial for the <a class=""no-affiliate-link"" href=""https://pmc.ncbi.nlm.nih.gov/articles/PMC12231067/#R6""><em><ins>Bulletin of the World Health Organization</ins></em></a> in July, a group of scientists pointed to the numerous potential health effects that recent studies have linked to plastics, via exposure to hazardous chemicals and from micro- and nanoplastics. That includes an increased risk of &quot;multiple chronic diseases, including cancer, neurodevelopmental harm and infertility&quot; as well as &quot;respiratory, reproductive and gastrointestinal harm, with potential links to lung and colon cancer.&quot;</p> <p>The authors called on delegates to prioritize these concerns in the upcoming negotiations and work toward a treaty that would end production of toxic chemicals in plastics, ban the recycling of plastics containing those chemicals and reduce plastic production overall. Their letter comes alongside a separate study published this summer in the journal <a class=""no-affiliate-link"" href=""https://www.nature.com/articles/s41586-025-09184-8""><em><ins>Nature</ins></em></a> that identified over 4,200 chemicals of concern in plastics, out of the 16,325 total <a class=""no-affiliate-link"" href=""https://zenodo.org/records/15397723""><ins>known plastic chemicals</ins></a>. The researchers argue that, on top of establishing transparency around the makeup of plastics and removing chemicals of concern, plastics must be simplified if they're going to be made safer.</p> <p>The many chemicals that go into plastics &quot;can be released throughout the entire plastic life cycle, from feedstock extraction and production to use and waste,&quot; the authors write. &quot;Specific end-of-life treatments, such as uncontrolled landfilling or incineration, can further exacerbate chemical releases.&quot; The <a class=""no-affiliate-link"" href=""https://wedocs.unep.org/bitstream/handle/20.500.11822/35417/EJIPP.pdf""><ins>UN</ins></a> has warned that the negative effects at every stage in the life cycle of plastics disproportionately harm vulnerable populations worldwide, including indigenous peoples, low income families and rural communities.</p> <h2 id=""jump-link-where-things-stand""><strong>Where things stand</strong></h2> <p>Today, plastic is more or less inescapable — microplastics can even be <a class=""no-affiliate-link"" href=""https://www.sciencedirect.com/science/article/pii/S0048969725001779?via%3Dihub""><ins>found in Antarctica</ins></a> now. And research increasingly suggests we aren't fully aware of how bad pollution levels really are.</p> <p>Global plastic production has more than doubled in the last 25 years, with upwards of <a class=""no-affiliate-link"" href=""https://www.oecd.org/en/publications/policy-scenarios-for-eliminating-plastic-pollution-by-2040_76400890-en/full-report.html""><ins>450 million metric tons</ins></a> now estimated to be produced annually. Recycled plastics make up just 6 percent of that total, a figure that's expected to stay the same even as global plastic use and waste generation are projected to rise 70 percent by 2040, according to the international Organization for Economic Co-operation and Development (OECD). And each year, tens of millions of tons of plastic waste is disposed of in ways considered to be environmentally unsound, ending up in uncontrolled dumpsites, burned openly or accumulating on land and in bodies of water.</p> <p>A <a class=""no-affiliate-link"" href=""https://www.nature.com/articles/s41586-025-09218-1""><ins>study</ins></a> published this summer, led by researchers from Utrecht University and the Royal Netherlands Institute for Sea Research, found that there may be far more plastic in the oceans than previously thought when accounting for particles even smaller than microplastics. The team collected water samples from 12 locations across the North Atlantic Ocean and measured the concentration of nanoplastics (plastic particles under 1 micrometer) at different depths. By the researchers' estimate, there could be as much as 27 million metric tons of nanoplastic in the North Atlantic alone. That's in the ballpark of previous global estimates for larger plastic waste across all of the ocean.</p> <p>In another new <a class=""no-affiliate-link"" href=""https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0328011""><ins>study</ins></a>, researchers from France's University of Toulouse found we may be breathing in up to 100 times more microplastic particles indoors than previous estimates, based on measurements of airborne microplastics in the researchers' own apartments and car cabins.</p> <p>The situation is urgent, especially for vulnerable populations, said Carney Almroth. &quot;The amounts of plastics we're producing today and the amount of plastic in the environment are astronomical,&quot; said Carney Almroth. As of a few years ago, &quot;we had twice the mass of plastic on the planet as the mass of all the animals on land, in water, including insects, and we have produced far more plastic since then.&quot;</p> <p>Plastics are &quot;overwhelming any and all of our waste management infrastructure, so we are not able to prevent pollution. We're not able to mitigate harm,&quot; Carney Almroth said. &quot;The impacts of plastics in the environment are very large scale, to the point where they're destabilizing vital Earth functions like climate, like nutrient cycling, like biodiversity. And then we have the human health impacts on top of that. It's an acute problem.&quot;</p> <h2 id=""jump-link-the-logistics-of-averting-catastrophe""><strong>The logistics of averting catastrophe</strong></h2> <p>But, as the past five sessions have illustrated, reaching an agreement on how to solve that problem isn't going to be easy. The trouble, in part, boils down to how the decisions are being made. So far, it's all being done by consensus rather than voting, Carney Almroth and Bonacini explained. That approach allows &quot;a single country veto power over decisions,&quot; Bonacini said.</p> <p>Petrochemical countries including Saudi Arabia, Russia, China, Iran, Kuwait, Qatar, India and Brazil have <a class=""no-affiliate-link"" href=""https://thediplomat.com/2024/12/busan-was-a-major-political-win-on-plastic-pollution-even-if-not-a-procedural-one/""><ins>reportedly</ins></a> latched onto this, using &quot;obstructionist tactics&quot; to drag out the negotiations. Some have insisted &quot;without legal basis,&quot; according to CIEL, &quot;that decisions can only be made by consensus.&quot; Consensus, however, isn't the only option.</p> <p>The draft Rules of Procedure allow for majority voting in the event a consensus can't be reached, but whether that will happen is yet to be seen. &quot;There are opportunities to force that rule,&quot; Carney Almroth said. But, a country (or countries) would have to step up and invoke it.</p> <p>At this stage of the negotiations, there is a risk that countries will compromise on key provisions for time's sake, Bonacini said, which would ultimately weaken the treaty. And once a treaty is finalized, &quot;it can take years, if not decades, to make amendments to the original text,&quot; so getting it right the first time is crucial. International agreements that have taken a softer approach to addressing environmental issues, like the Paris Agreement — which lets countries set their own targets for reducing greenhouse gas emissions — have been <a class=""no-affiliate-link"" href=""https://www.cfr.org/backgrounder/paris-global-climate-change-agreements""><ins>criticized for being insufficient</ins></a> in the face of rapidly rising global temperatures and climate change.</p> <p>In June at the UN Ocean Conference, representatives for 95 countries that are part of the INC reaffirmed their commitment to a treaty that addresses the full life cycle of plastics, phases out &quot;the most problematic plastic products and chemicals of concern,&quot; improves product design to reduce environmental and health impacts and employs effective means of implementation. &quot;A treaty that lacks these elements, only relies on voluntary measures or does not address the full lifecycle of plastics will not be effective to deal with the challenge of plastic pollution,&quot; the group — which includes Canada, Australia, Colombia, Zimbabwe, the UK and Germany —&nbsp;wrote in <a class=""no-affiliate-link"" href=""https://www.ecologie.gouv.fr/sites/default/files/documents/The%20Nice%20wake%20up%20call%20for%20an%20ambitious%20plastics%20treaty.pdf""><ins>a joint statement</ins></a>. These countries added that &quot;the treaty should provide for the possibility of decision-making, through regular UN procedures if all efforts to reach consensus have been exhausted.&quot;</p> <p>If an agreement isn't reached this time around, there are a number of ways the next steps could play out. The talks could be stretched even further into another meeting, or countries could decide to take the matter somewhere else.</p> <p>&quot;Many countries are considering alternatives if negotiations fail,&quot; Christina Dixon, Ocean Campaign Lead for the Environmental Investigation Agency told <a class=""no-affiliate-link"" href=""https://news.mongabay.com/2025/07/as-un-plastic-treaty-talks-face-possible-deadlock-what-are-the-ways-forward/""><em><ins>Mongabay</ins></em></a>. &quot;Options include returning to the United Nations Environment Assembly (UNEA) to establish a new expanding mandate, creating a convention outside the UN for committed countries to move forward or adopting a protocol under an existing convention.&quot; The UNEA meets next in December.</p> <p>We are, as Courtene-Jones wrote in <em>The Conversation</em>, at &quot;a critical crossroads.&quot; That's something advocates for a strong, science-based treaty all seem to agree on. &quot;There are a lot of places where we can really do a lot to make a difference, and make things better,&quot; said Carney Almroth. &quot;Countries need to be ambitious, and need to stand up and demand this.&quot;</p>This article originally appeared on Engadget at https://www.engadget.com/science/will-the-un-finally-broker-a-treaty-to-end-plastic-pollution-130022025.html?src=rss"
ff895b48d82220cd63a266f4cd9d3ede8eeaea20,Apple Really Needs to Launch a Foldable iPhone Flip in September,https://www.cnet.com/tech/mobile/apple-really-needs-to-launch-a-foldable-iphone-flip-in-september/#ftag=CAD590a51e,www.cnet.com,2025-08-04T13:00:04+00:00,"Apple's iPhone 17 lineup is just around the corner. If a foldable iPhone isn't part of it, Apple risks losing ground to Samsung."
0607974d70b3352adfbdbcc67f74a1aa8371f0f8,Tesla proposes giving Elon Musk $29 billion so he stays CEO,https://www.theverge.com/news/718032/tesla-elon-musk-stock-pay-29-billion-ceo-shareholders,www.theverge.com,2025-08-04T12:59:50+00:00,"Tesla approved a restricted stock award of 96 million shares, worth about $29 billion, to “incentivize” the controversial billionaire to remain at the head of the company during a protracted legal battle over his original pay package. Last year, a Delaware court voided Musk’s pay package, valued at more than $50 billion, arguing that the [&#8230;]"
4b52974a1545fd06873793355ec153de8b59825f,Валидатор на Haskell и причем здесь Applicative,https://habr.com/ru/articles/933862/?utm_source=habrahabr&utm_medium=rss&utm_campaign=933862,habr.com,2025-08-04T12:50:40+00:00,"<p>На пути изучения Haskell стоит много абстракций, без понимания которых нет смысла двигаться дальше. Один из таких рубежей - аппликативный функтор.</p><p>Разберем пример: напишем простой валидатор и посмотрим каким образом пригодится Applicative.</p><p>Определим пользователя:</p> <a href=""https://habr.com/ru/articles/933862/?utm_source=habrahabr&amp;utm_medium=rss&amp;utm_campaign=933862#habracut"">Читать далее</a>"
f8d9a454f3901bcfc1c9b15313c019428c52fd5e,Samsung выпустила нестандартный игровой монитор Odyssey G7 G75F — 4K и 165 Гц на 37 дюймах,https://3dnews.ru/1127062,3dnews.ru,2025-08-04T12:45:00+00:00,"Компания Samsung выпустила монитор Odyssey G7 G75F, поддерживающий разрешение 4K и частоту обновления 165 Гц. Новинка выделяется своим размером &mdash; диагональ экрана составляет 37 дюймов, что весьма необычно для модели с поддержкой 4K. Ближайшим аналогом можно назвать разве что Asus ROG Swift PG38UQ, но с диагональю 38 дюймов. Источник изображений: Samsung"
63c7d73a92e888bdbae203407e33cba2e54b2df2,"Когда кто-то другой делает что-то великое, Джобс делает вид, что это сделал он",https://habr.com/ru/articles/933832/?utm_source=habrahabr&utm_medium=rss&utm_campaign=933832,habr.com,2025-08-04T12:41:06+00:00,"<img src=""https://habrastorage.org/getpro/habr/upload_files/67c/728/b9a/67c728b9a59730f24d5e75090de5dc26.jpeg"" /><p><em>Стив Джобс вошел в историю как визионер и «лицо» Apple. Его харизма, фразы, эстетика и «One more thing…» стали частью цифровой мифологии. Но за этим публичным образом стояла система, где личный бренд CEO стал важнее команды, а сцена - инструментом контроля общественного мнения.</em></p><p><em>Эта статья - исследование того, как строится культ личности внутри компании. И почему в IT такое до сих пор пытаются повторять - даже те, кто не Джобс.</em></p> <a href=""https://habr.com/ru/articles/933832/?utm_source=habrahabr&amp;utm_medium=rss&amp;utm_campaign=933832#habracut"">Читать далее</a>"
83ede8c76a103ea3846179c290cca129d8c72a08,MSI выпустит обновлённую GeForce RTX 5080 16G Expert OC с кулером в стиле Nvidia Founders Edition,https://3dnews.ru/1127059,3dnews.ru,2025-08-04T12:38:00+00:00,"Компания MSI готовит к выпуску видеокарту GeForce RTX 5080 в исполнении Expert. Новинка оснащена системой охлаждения, которая отчасти напоминает дизайн эталонных видеокарт Nvidia Founders Edition. Серия Expert была представлена ещё в рамках линейки видеокарт GeForce RTX 40. В текущем поколении RTX 50 производитель несколько изменил дизайн системы охлаждения. Источник изображений: X / wxnod"
0f89316c0705002aea6a39d73f8fe3acd9ad3fd7,"Сказ о том, как я с locale'ями боролась",https://habr.com/ru/articles/933856/?utm_source=habrahabr&utm_medium=rss&utm_campaign=933856,habr.com,2025-08-04T12:37:46+00:00,"<p>Сказ о том, как я с астрой боролась и ее локалями!</p><p>мои жалкие попытки структурировать свои усердные пробы справиться с Астрой. Я ее люблю всей душой, честное слово, но любовь эта мне нравится иногда исключительно на расстоянии.</p> <a href=""https://habr.com/ru/articles/933856/?utm_source=habrahabr&amp;utm_medium=rss&amp;utm_campaign=933856#habracut"">Читать далее</a>"
9a654701275665a3f4d22ee152b09459a2612f7b,"Nvidia H20 GPUs reportedly caught up in U.S. Commerce Department's worst export license backlog in 30 years — billions of dollars worth of GPUs and other products in limbo due to staffing cuts, communication issues",https://www.tomshardware.com/pc-components/gpus/nvidia-h20-gpus-reportedly-caught-up-in-u-s-commerce-departments-worst-export-license-backlog-in-30-years-billions-of-dollars-worth-of-gpus-and-other-products-in-limbo-due-to-staffing-cuts-communication-issues,www.tomshardware.com,2025-08-04T12:36:26+00:00,"The U.S. Commerce Department is so behind on approving export licenses that billions of dollars worth of GPUs and other products are stuck in limbo waiting to be shipped, in the worst case of license stalling in over 30 years."
